time_identifier,year_breakdown,time_period,geographic_level,country_code,country_name,school_type,characteristic_group,characteristic,enrolments,sess_possible,sess_overall,sess_authorised,sess_unauthorised,sess_overall_percent,sess_authorised_percent,sess_unauthorised_percent,enrolments_pa_10_exact,enrolments_pa_10_exact_percent,sess_possible_pa_10_exact,sess_overall_pa_10_exact,sess_authorised_pa_10_exact,sess_unauthorised_pa_10_exact,sess_overall_percent_pa_10,sess_authorised_percent_pa_10_exact,sess_unauthorised_percent_pa_10_exact,sess_auth_illness,sess_auth_appointments,sess_auth_religious,sess_auth_study,sess_auth_traveller,sess_auth_holiday,sess_auth_ext_holiday,sess_auth_excluded,sess_auth_other,sess_auth_totalreasons,sess_unauth_holiday,sess_unauth_late,sess_unauth_other,sess_unauth_noyet,sess_unauth_totalreasons,sess_overall_totalreasons
Academic year,six half terms,201516,National,E92000001,England,Special,FSM,FSM unclassified,827,63811,21960,15646,6314,34.41413,24.51928,9.89485,516,62.3942,39946,21276,15047,6229,53.2619,37.66835,15.59355,3732,2127,35,19,64,138,:,1190,8319,15624,285,94,5588,242,6209,21833
Academic year,six half terms,201516,National,E92000001,England,Special,FSM ever 6,FSM eligible in last 6 years,43679,15496686,1561439,1187973,373466,10.07595,7.66598,2.40997,13377,30.6257,4579908,1119113,795665,323448,24.43527,17.37295,7.06233,667031,166072,13708,3081,2157,41080,:,40147,242565,1175841,23952,17994,311487,14568,368001,1543842
Academic year,six half terms,201516,National,E92000001,England,Special,FSM ever 6,FSM not eligible in last 6 years,39497,14191714,1117023,997091,119932,7.87095,7.02587,0.84508,8813,22.31309,3055951,700048,607006,93042,22.9077,19.86308,3.04462,589966,162284,14560,1216,1366,56266,:,12438,151535,989631,18915,8774,84339,6168,118196,1107827
Academic year,six half terms,201516,National,E92000001,England,Special,FSM ever 6,FSM unclassified in last 6 years,789,99045,24127,17516,6611,24.35963,17.68489,6.67474,435,55.13308,50552,22398,15910,6488,44.30685,31.47254,12.83431,5585,1559,102,23,6,290,:,998,8768,17331,330,74,6040,100,6544,23875
Academic year,six half terms,201516,National,E92000001,England,Special,SEN Provision,SEN provision No identified SEN,267,45808,14479,13992,487,31.60802,30.54488,1.06313,212,79.40075,32712,13788,13365,423,42.14967,40.85657,1.2931,5058,3888,34,0,0,57,:,56,4899,13992,17,63,397,10,487,14479
Academic year,six half terms,201516,National,E92000001,England,Special,SEN Provision,SEN provision Statement or EHCP,80768,29069100,2548184,2081895,466289,8.76595,7.16188,1.60407,20839,25.80106,7316591,1701774,1310524,391250,23.25911,17.91167,5.34744,1223825,316536,27916,4081,3296,95931,:,49092,341541,2062218,41955,25127,372783,19273,459138,2521356
Academic year,six half terms,201516,National,E92000001,England,Special,SEN Provision,SEN provision SEN Support,2105,609160,118255,91158,27097,19.4128,14.96454,4.44826,1060,50.35629,297596,105010,79756,25254,35.28609,26.80009,8.486,29977,7364,385,220,169,1510,:,3250,48205,91080,943,1558,23273,1311,27085,118165
Academic year,six half terms,201516,National,E92000001,England,Special,SEN Provision,SEN provision Unclassified,825,63377,21671,15535,6136,34.19379,24.51205,9.68175,514,62.30303,39512,20987,14936,6051,53.11551,37.80117,15.31433,3722,2127,35,19,64,138,:,1185,8223,15513,282,94,5413,242,6031,21544
Academic year,six half terms,201516,National,E92000001,England,Special,SEN primary need,SEN primary need Autistic spectrum disorder,21530,7841529,532827,451250,81577,6.79494,5.75462,1.04032,3955,18.36972,1402679,295643,233296,62347,21.07702,16.63217,4.44485,282080,52732,7473,226,767,27104,:,4793,70868,446043,10509,6550,57397,5293,79749,525792
Academic year,six half terms,201516,National,E92000001,England,Special,SEN primary need,SEN primary need Hearing impairment,808,285912,20489,17539,2950,7.16619,6.1344,1.03179,172,21.28713,58037,10645,8634,2011,18.34175,14.87672,3.46503,9549,4456,721,2,1,824,:,467,1438,17458,586,123,1829,258,2796,20254
Academic year,six half terms,201516,National,E92000001,England,Special,SEN primary need,SEN primary need Moderate learning difficulty,13220,4770829,328975,265741,63234,6.89555,5.57012,1.32543,2608,19.72769,916670,184573,136522,48051,20.13516,14.89325,5.24191,164810,44298,3431,350,541,12617,:,5055,32243,263345,6840,3950,48649,2804,62243,325588
Academic year,six half terms,201516,National,E92000001,England,Special,SEN primary need,SEN primary need Multi-sensory impairment,146,53191,5163,4932,231,9.70653,9.27225,0.43428,45,30.82192,16528,3498,3354,144,21.16409,20.29284,0.87125,2993,1214,96,0,0,162,:,2,417,4884,30,33,127,41,231,5115
Academic year,six half terms,201516,National,E92000001,England,Special,SEN primary need,SEN primary need No specialist assessment,142,44114,9186,5089,4097,20.82332,11.53602,9.2873,91,64.08451,28740,8552,4628,3924,29.75644,16.10299,13.65344,1938,411,4,253,0,18,:,856,1609,5089,71,111,3559,356,4097,9186
Academic year,six half terms,201516,National,E92000001,England,Special,SEN primary need,SEN primary need Other difficulty/disability,1050,359861,44052,38707,5345,12.24139,10.7561,1.4853,329,31.33333,104410,33304,28850,4454,31.89733,27.63145,4.26587,16328,5189,352,89,0,753,:,357,15128,38196,403,315,3908,653,5279,43475
Academic year,six half terms,201516,National,E92000001,England,Special,SEN primary need,SEN primary need Physical disability,2592,930749,112814,104392,8422,12.12078,11.21591,0.90486,1045,40.31636,371509,86057,79168,6889,23.16418,21.30985,1.85433,59599,26083,1366,8,52,3752,:,95,11727,102682,1266,621,5543,919,8349,111031
Academic year,six half terms,201516,National,E92000001,England,Special,SEN primary need,SEN primary need Profound and multiple learning difficulty,6160,2262319,355137,336153,18984,15.69792,14.85878,0.83914,2994,48.6039,1095305,299822,282728,17094,27.37338,25.81272,1.56066,213459,56961,3683,5,18,10299,:,14,50287,334726,2996,1780,12575,1555,18906,353632
Academic year,six half terms,201516,National,E92000001,England,Special,SEN primary need,SEN primary need Social emotional and mental health,11522,3891150,572735,343854,228881,14.71891,8.83682,5.88209,4790,41.57264,1571356,481605,269768,211837,30.64901,17.16785,13.48116,127293,28066,683,3056,493,6200,:,36679,136931,339401,6884,6171,209427,3245,225727,565128
Academic year,six half terms,201516,National,E92000001,England,Special,SEN primary need,SEN primary need Speech language and communications needs,5154,1843698,117449,99227,18222,6.37029,5.38196,0.98834,916,17.7726,316621,61768,48442,13326,19.5085,15.29968,4.20882,60925,15623,1521,216,373,5458,:,1093,12658,97867,2559,1324,12981,929,17793,115660
Academic year,six half terms,201516,National,E92000001,England,Special,SEN primary need,SEN primary need Severe learning difficulty,18360,6739905,496790,449210,47580,7.37088,6.66493,0.70594,4176,22.7451,1525352,289018,254864,34154,18.94763,16.70854,2.23909,287224,79439,8154,20,1039,27930,:,1670,42001,447477,9509,5044,28967,3882,47402,494879
Academic year,six half terms,201516,National,E92000001,England,Special,SEN primary need,SEN primary need Specific learning difficulty,1184,411907,37371,29790,7581,9.07268,7.23222,1.84046,340,28.71622,112630,25529,19131,6398,22.66625,16.98571,5.68055,16812,4906,364,43,181,1281,:,617,5313,29517,713,467,5710,536,7426,36943
Academic year,six half terms,201516,National,E92000001,England,Special,SEN primary need,SEN primary need Visual impairment,454,163207,16732,14925,1807,10.25201,9.14483,1.10718,156,34.36123,55532,11634,10089,1545,20.95008,18.1679,2.78218,7659,3596,371,10,0,811,:,68,2020,14535,442,95,1221,27,1785,16320
Academic year,six half terms,201516,National,E92000001,England,Special,SEN primary need,SEN primary need Unclassified,551,79889,16719,12244,4475,20.92779,15.32627,5.60152,282,51.17967,38818,15136,10806,4330,38.99222,27.8376,11.15462,3133,926,82,23,0,232,:,576,7106,12078,90,101,4163,86,4440,16518
Academic year,six half terms,201516,National,E92000001,England,Special,First Language,First language Known or believed to be English,71015,25163806,2225883,1787020,438863,8.84557,7.10155,1.74402,18346,25.83398,6192704,1503664,1129961,373703,24.28122,18.24665,6.03457,1014554,265510,6917,3966,3358,77181,:,51074,348324,1770884,31030,22726,362578,16138,432472,2203356
Academic year,six half terms,201516,National,E92000001,England,Special,First Language,First language Known or believed to be other than English,12595,4517351,462177,405695,56482,10.23115,8.98082,1.25033,4140,32.87019,1454465,326045,281149,44896,22.41683,19.33006,3.08677,242658,63308,21245,265,66,20045,:,2314,52153,402054,12038,3699,35743,4157,55637,457691
Academic year,six half terms,201516,National,E92000001,England,Special,First Language,First language Unclassified,355,106288,14529,9865,4664,13.66946,9.28139,4.38808,139,39.15493,39242,11850,7471,4379,30.19724,19.03828,11.15896,5370,1097,208,89,105,410,:,195,2391,9865,129,417,3545,541,4632,14497
Academic year,six half terms,201415,National,E92000001,England,Total,Total,Total,6642757,2358381053,108925494,83616141,25309353,4.61866,3.54549,1.07317,728081,10.96052,234980326,40732650,26636702,14095948,17.33449,11.33572,5.99878,65207611,7057102,736581,601926,272014,1733647,:,1548335,6196214,83353430,6393898,1515346,15347682,1964303,25221229,108574659
Academic year,six half terms,201415,National,E92000001,England,Total,Gender,Gender male,3397019,1205689846,55805628,42868873,12936755,4.62852,3.55555,1.07298,372598,10.96838,120272508,20991475,13748887,7242588,17.45326,11.43145,6.02182,33039482,3522922,383027,317675,140929,885937,:,1161415,3274535,42725922,3218331,790143,7881311,1000868,12890653,55616575
Academic year,six half terms,201415,National,E92000001,England,Total,Gender,Gender female,3245738,1152691207,53119866,40747268,12372598,4.60833,3.53497,1.07337,355483,10.9523,114707818,19741175,12887815,6853360,17.20996,11.23534,5.97462,32168129,3534180,353554,284251,131085,847710,:,386920,2921679,40627508,3175567,725203,7466371,963435,12330576,52958084
Academic year,six half terms,201415,National,E92000001,England,Total,Major ethnic groups,Ethnicity Major White Total,5039867,1798078865,84871984,65640702,19231282,4.72015,3.6506,1.06955,570025,11.31032,185756676,32704210,21525261,11178949,17.60594,11.58788,6.01806,51719082,5560849,78302,480412,264057,1330724,:,1198153,4797471,65429050,4688883,1130384,11955983,1386395,19161645,84590695
Academic year,six half terms,201415,National,E92000001,England,Total,Minor ethnic groups,Ethnicity Minor White British,4643637,1660735514,77103762,60207208,16896554,4.64275,3.62533,1.01741,507101,10.92034,166369702,29232706,19493632,9739074,17.57093,11.71706,5.85387,47601522,5140418,45764,454757,97688,1204828,:,1114007,4355537,60014521,4202373,1038158,10411305,1182999,16834835,76849356
Academic year,six half terms,201415,National,E92000001,England,Total,Minor ethnic groups,Ethnicity Minor Irish,19987,7079581,372635,286970,85665,5.26352,4.05349,1.21003,2741,13.71391,862241,162429,103609,58820,18.838,12.01625,6.82176,213415,24333,455,3450,4887,4937,:,5456,29182,286115,11854,5890,59439,8149,85332,371447
Academic year,six half terms,201415,National,E92000001,England,Total,Minor ethnic groups,Ethnicity Minor Traveller of Irish heritage,5513,1641560,296397,163350,133047,18.05581,9.9509,8.10491,3498,63.45003,983805,263054,140206,122848,26.73843,14.2514,12.48703,67664,6113,357,174,61248,958,:,4502,22062,163078,5773,5957,110766,10014,132510,295588
Academic year,six half terms,201415,National,E92000001,England,Total,Minor ethnic groups,Ethnicity Minor Gypsy Roma,22689,7231707,953075,515767,437308,13.17912,7.13202,6.04709,11643,51.31562,3503204,763134,392972,370162,21.78389,11.2175,10.56638,306048,30271,885,740,95245,3580,:,21159,56413,514341,42352,14355,348054,31631,436392,950733
Academic year,six half terms,201415,National,E92000001,England,Total,Minor ethnic groups,Ethnicity Minor Any other white background,348041,121390503,6146115,4467407,1678708,5.06309,3.68019,1.3829,45042,12.94158,14037724,2282887,1394842,888045,16.26252,9.93638,6.32613,3530433,359714,30841,21291,4989,116421,:,53029,334277,4450995,426531,66024,1026419,153602,1672576,6123571
Academic year,six half terms,201415,National,E92000001,England,Total,Major ethnic groups,Ethnicity Major Mixed Total,336912,119230729,5805503,4294325,1511178,4.86913,3.60169,1.26744,42012,12.46973,13513379,2325174,1439469,885705,17.20646,10.65218,6.55428,3296829,350772,38914,27791,695,90220,:,106425,371899,4283545,283048,132885,962301,129916,1508150,5791695
Academic year,six half terms,201415,National,E92000001,England,Total,Minor ethnic groups,Ethnicity Minor White and Black Caribbean,96894,34170623,1913973,1344128,569845,5.60122,3.93358,1.66765,15557,16.05569,5035873,890828,524563,366265,17.68964,10.41653,7.27312,1032298,107900,1843,6695,44,18119,:,50666,124731,1342296,75333,55004,388774,49712,568823,1911119
Academic year,six half terms,201415,National,E92000001,England,Total,Minor ethnic groups,Ethnicity Minor White and Black African,43534,15338419,679312,500964,178348,4.42883,3.26607,1.16275,4669,10.72495,1468925,250454,152973,97481,17.05016,10.41394,6.63621,384726,41732,4520,2801,62,9726,:,12508,43894,499969,34173,15430,112736,15662,178001,677970
Academic year,six half terms,201415,National,E92000001,England,Total,Minor ethnic groups,Ethnicity Minor White and Asian,76475,27297059,1218483,948899,269584,4.46379,3.47619,0.98759,7899,10.32887,2554589,430840,282018,148822,16.86534,11.03966,5.82567,729116,77487,15006,8132,388,25680,:,13100,76228,945137,69180,19778,160790,19126,268874,1214011
Academic year,six half terms,201415,National,E92000001,England,Total,Minor ethnic groups,Ethnicity Minor Any other Mixed background,120009,42424628,1993735,1500334,493401,4.69948,3.53647,1.16301,13887,11.57163,4453992,753052,479915,273137,16.90735,10.77494,6.13241,1150689,123653,17545,10163,201,36695,:,30151,127046,1496143,104362,42673,300001,45416,492452,1988595
Academic year,six half terms,201415,National,E92000001,England,Total,Major ethnic groups,Ethnicity Major Asian Total,673147,239593572,10514337,8076231,2438106,4.38841,3.3708,1.0176,63203,9.38918,20789802,3133830,2102269,1031561,15.07388,10.11202,4.96186,6160449,615964,460993,57209,255,186056,:,72063,494691,8047680,954786,100240,1172793,199910,2427729,10475409
Academic year,six half terms,201415,National,E92000001,England,Total,Minor ethnic groups,Ethnicity Minor Indian,176734,63052751,2298533,1855698,442835,3.64541,2.94309,0.70232,11173,6.32193,3572529,529865,379022,150843,14.83165,10.60935,4.2223,1424594,147474,52642,24261,48,62671,:,8527,129770,1849987,207106,17296,181776,32284,438462,2288449
Academic year,six half terms,201415,National,E92000001,England,Total,Minor ethnic groups,Ethnicity Minor Pakistani,276676,98508385,4850464,3606831,1243633,4.92391,3.66145,1.26246,32249,11.65587,10762406,1641439,1065697,575742,15.2516,9.90203,5.34957,2733084,272653,263267,16092,114,63121,:,43966,200974,3593271,491549,48853,605444,94570,1240416,4833687
Academic year,six half terms,201415,National,E92000001,England,Total,Minor ethnic groups,Ethnicity Minor Bangladeshi,108886,39027475,1867671,1448374,419297,4.78553,3.71117,1.07436,11337,10.41181,3833587,564661,384983,179678,14.72931,10.04237,4.68694,1138811,99818,101345,3442,34,20759,:,11374,66448,1442031,122138,19443,234228,41805,417614,1859645
Academic year,six half terms,201415,National,E92000001,England,Total,Minor ethnic groups,Ethnicity Minor Any other Asian background,110851,39004961,1497669,1165328,332341,3.83969,2.98764,0.85205,8444,7.61743,2621280,397865,272567,125298,15.17827,10.39824,4.78003,863960,96019,43739,13414,59,39505,:,8196,97499,1162391,133993,14648,151345,31251,331237,1493628
Academic year,six half terms,201415,National,E92000001,England,Total,Major ethnic groups,Ethnicity Major Black Total,367980,128949116,4390209,3207441,1182768,3.40461,2.48737,0.91724,26086,7.08897,7792580,1310309,807460,502849,16.81483,10.36191,6.45292,2294652,313287,87122,18222,195,56567,:,126184,308651,3204880,213002,105215,705889,157687,1181793,4386673
Academic year,six half terms,201415,National,E92000001,England,Total,Minor ethnic groups,Ethnicity Minor Black Caribbean,84595,29835154,1352113,949781,402332,4.53195,3.18343,1.34852,9878,11.67681,3126412,537341,321829,215512,17.18715,10.29388,6.89327,680130,84614,2486,4650,43,16304,:,55472,105574,949273,53833,46228,253303,48704,402068,1351341
Academic year,six half terms,201415,National,E92000001,England,Total,Minor ethnic groups,Ethnicity Minor Black African,236531,82825517,2422204,1822736,599468,2.92447,2.20069,0.72377,11996,5.07164,3399368,558604,358274,200330,16.43258,10.53943,5.89315,1298878,187577,78704,11322,126,32012,:,55005,157436,1821060,129358,41237,341695,86633,598923,2419983
Academic year,six half terms,201415,National,E92000001,England,Total,Minor ethnic groups,Ethnicity Minor Any other black background,46854,16288445,615892,434924,180968,3.78116,2.67014,1.11102,4212,8.98963,1266800,214364,127357,87007,16.92169,10.05344,6.86825,315644,41096,5932,2250,26,8251,:,15707,45641,434547,29811,17750,110891,22350,180802,615349
Academic year,six half terms,201415,National,E92000001,England,Total,Major ethnic groups,Ethnicity Major Chinese,25503,8989386,229401,184528,44873,2.55191,2.05273,0.49918,929,3.64271,269943,40042,28355,11687,14.8335,10.50407,4.32943,125114,20739,488,4244,7,13890,:,682,18795,183959,24180,2355,14594,3607,44736,228695
Academic year,six half terms,201415,National,E92000001,England,Total,Major ethnic groups,Ethnicity Major Any Other Ethnic Group,110638,38173314,1715901,1205169,510732,4.49503,3.1571,1.33793,11558,10.44668,3427450,557454,328657,228797,16.26439,9.58897,6.67543,873194,111747,57522,6333,1069,35142,:,19413,97613,1202033,165199,21232,273244,49185,508860,1710893
Academic year,six half terms,201415,National,E92000001,England,Total,Minority ethnic total,Ethnicity Minority Ethnic Group,1910410,672279468,30423573,22401188,8022385,4.52544,3.33212,1.19331,206712,10.8203,65180128,10838313,6737839,4100474,16.62825,10.33726,6.29099,16867798,1832940,677577,139454,168590,507771,:,408913,1733583,22336626,2126725,454153,4673499,743701,7998078,30334704
Academic year,six half terms,201415,National,E92000001,England,Total,Major ethnic groups,Ethnicity Major Unclassified,88710,25366071,1398159,1007745,390414,5.51193,3.97281,1.53912,14268,16.08387,3430496,661631,405231,256400,19.28674,11.81261,7.47414,738291,83744,13240,7715,5736,21048,:,25415,107094,1002283,64800,23035,262878,37603,388316,1390599
Academic year,six half terms,201415,National,E92000001,England,Total,NC Year,NC Year 1 and below,668279,240867841,10973704,8719495,2254209,4.5559,3.62003,0.93587,69176,10.35137,23019779,3493316,2474228,1019088,15.17528,10.74827,4.42701,7193405,637273,85840,353,37476,246677,:,26326,465304,8692654,878376,188187,1031509,148641,2246713,10939367
Academic year,six half terms,201415,National,E92000001,England,Total,NC Year,NC Year 2,669606,242267173,9857345,7693961,2163384,4.06879,3.17582,0.89297,55128,8.2329,18302726,2766621,1892875,873746,15.1159,10.34204,4.77386,6244633,580340,87231,268,35344,241324,:,30904,450510,7670554,867285,179653,971157,138893,2156988,9827542
Academic year,six half terms,201415,National,E92000001,England,Total,NC Year,NC Year 3,644119,232672608,9040925,7018815,2022110,3.88569,3.01661,0.86908,49803,7.73196,16450724,2504735,1704930,799805,15.22568,10.36386,4.86182,5620495,541518,84226,278,35683,228109,:,42128,442273,6994710,801583,160188,918309,133941,2014021,9008731
Academic year,six half terms,201415,National,E92000001,England,Total,NC Year,NC Year 4,621785,224971057,8768809,6840090,1928719,3.89775,3.04043,0.85732,48447,7.7916,16110907,2464327,1695019,769308,15.29602,10.52094,4.77508,5482291,524506,81845,365,35553,214065,:,46439,432270,6817334,746948,142061,901349,131812,1922170,8739504
Academic year,six half terms,201415,National,E92000001,England,Total,NC Year,NC Year 5,606046,220210689,8715370,6871877,1843493,3.95774,3.12059,0.83715,48929,8.07348,16442462,2521397,1772737,748660,15.33467,10.78146,4.55321,5507071,517846,79875,1039,35609,198923,:,54700,453524,6848587,694693,126412,886199,129539,1836843,8685430
Academic year,six half terms,201415,National,E92000001,England,Total,NC Year,NC Year 6,586672,215657412,8387686,6661873,1725813,3.88936,3.0891,0.80026,44784,7.63357,15404839,2388993,1689054,699939,15.50807,10.96444,4.54363,5277768,520194,65594,2082,30679,174356,:,64978,505211,6640862,623915,117751,857264,121495,1720425,8361287
Academic year,six half terms,201415,National,E92000001,England,Total,NC Year,NC Year 7,569574,207184059,8929807,7171646,1758161,4.31008,3.46149,0.8486,55161,9.68461,18708667,3138493,2159327,979166,16.77561,11.54185,5.23376,5737329,561665,61954,255,15032,99402,:,164379,508751,7148767,393522,47587,1156362,153638,1751109,8899876
Academic year,six half terms,201415,National,E92000001,England,Total,NC Year,NC Year 8,551812,199625210,10099875,7849177,2250698,5.05942,3.93196,1.12746,69736,12.63764,23587280,4131476,2739388,1392088,17.51569,11.61384,5.90186,6104525,705122,60632,433,16275,105884,:,234375,599831,7827077,424199,72716,1549172,197018,2243105,10070182
Academic year,six half terms,201415,National,E92000001,England,Total,NC Year,NC Year 9,555810,201087800,11307194,8483766,2823428,5.62301,4.21894,1.40408,83299,14.98696,28198934,5221141,3308712,1912429,18.51538,11.73346,6.78192,6423298,836393,60261,583,10369,103786,:,310800,710194,8455684,424180,111552,2031896,245412,2813040,11268724
Academic year,six half terms,201415,National,E92000001,England,Total,NC Year,NC Year 10,563196,204582069,12197554,8750511,3447043,5.96218,4.27726,1.68492,90975,16.15335,31074081,6210316,3707522,2502794,19.98552,11.93124,8.05428,6499786,895946,53301,15979,10458,84190,:,348770,814947,8723377,363001,175032,2600363,297054,3435450,12158827
Academic year,six half terms,201415,National,E92000001,England,Total,NC Year,NC Year 11,559554,167559186,10366243,7409111,2957132,6.18662,4.42179,1.76483,92982,16.61716,27035731,5639337,3369315,2270022,20.85883,12.46245,8.39638,5055479,727210,15479,578024,6894,35062,:,215281,755753,7389182,168486,191598,2335170,251460,2946714,10335896
Academic year,six half terms,201415,National,E92000001,England,Total,NC Year,NC Year 12 and above,532,127136,9595,6499,3096,7.54704,5.11185,2.43519,143,26.8797,35249,6075,4133,1942,17.23453,11.72516,5.50938,2605,714,32,2173,7,62,:,32,874,6499,118,107,1135,1736,3096,9595
Academic year,six half terms,201415,National,E92000001,England,Total,NC Year,NC Year Not followed or missing,45772,1568813,271387,139320,132067,17.29888,8.8806,8.41828,19518,42.64179,608947,246423,119462,126961,40.46707,19.6178,20.84927,58926,8375,311,94,2635,1807,:,9223,56772,138143,7592,2502,107797,13664,131555,269698
Academic year,six half terms,201415,National,E92000001,England,Total,FSM,FSM eligible,1110484,387892231,27028357,17982344,9046013,6.96801,4.63591,2.33209,244591,22.02562,80469190,14959272,8581602,6377670,18.59006,10.66446,7.9256,13597055,1520379,169938,41660,62191,209068,:,632971,1699672,17932934,988348,672494,6658746,701432,9021020,26953954
Academic year,six half terms,201415,National,E92000001,England,Total,FSM,FSM Not eligible,5487215,1969179423,81645667,65512747,16132920,4.14618,3.32691,0.81927,464126,8.45832,153957418,25539029,17946648,7592381,16.58837,11.65689,4.93148,51563186,5531232,566384,560182,207188,1523630,:,906141,4441940,65299883,5398266,840587,8582215,1249233,16070301,81370184
Academic year,six half terms,201415,National,E92000001,England,Total,FSM,FSM unclassified,45058,1309399,251470,121050,130420,19.20499,9.2447,9.96029,19364,42.97572,553718,234349,108452,125897,42.32281,19.58614,22.73666,47370,5491,259,84,2635,949,:,9223,54602,120613,7284,2265,106721,13638,129908,250521
Academic year,six half terms,201415,National,E92000001,England,Total,FSM ever 6,FSM eligible in last 6 years,1916689,667626276,42990757,29296182,13694575,6.43934,4.38811,2.05123,375635,19.59812,121768462,22250679,13002820,9247859,18.27294,10.67832,7.59463,22297152,2443015,281569,84265,84376,368121,:,993472,2661633,29213603,1782859,949902,9830367,1092875,13656003,42869606
Academic year,six half terms,201415,National,E92000001,England,Total,FSM ever 6,FSM not eligible in last 6 years,4669514,1684189821,65195029,53924319,11270710,3.871,3.2018,0.66921,333280,7.13736,111321250,17888489,13351753,4536736,16.06925,11.99389,4.07535,42690678,4590055,448269,515007,176003,1357218,:,527768,3440844,53745842,4572684,557132,5250802,841750,11222368,64968210
Academic year,six half terms,201415,National,E92000001,England,Total,FSM ever 6,FSM unclassified in last 6 years,56554,6564956,739708,395640,344068,11.26752,6.02654,5.24098,19166,33.88973,1890614,593482,282129,311353,31.39097,14.92261,16.46835,219781,24032,6743,2654,11635,8308,:,27095,93737,393985,38355,8312,266513,29678,342858,736843
Academic year,six half terms,201415,National,E92000001,England,Total,SEN Provision,SEN provision No identified SEN,5421222,1940439962,81887661,63853800,18033861,4.22006,3.29069,0.92937,489383,9.02717,161634211,26358423,17369837,8988586,16.30745,10.74639,5.56107,51102705,5024684,609828,518981,177779,1385642,:,732059,4105955,63657633,5313825,1024780,10214367,1419723,17972695,81630328
Academic year,six half terms,201415,National,E92000001,England,Total,SEN Provision,SEN provision Statement or EHCP,191462,67503612,5231177,4167355,1063822,7.74948,6.17353,1.57595,43670,22.8087,14733834,3240432,2406353,834079,21.99313,16.33216,5.66098,2605687,598031,18799,14272,7567,126704,:,156287,616711,4144058,125252,63974,801091,64614,1054931,5198989
Academic year,six half terms,201415,National,E92000001,England,Total,SEN Provision,SEN provision SEN Support,985779,349216388,21567221,15480373,6086848,6.17589,4.43289,1.743,176029,17.85684,58097791,10909485,6757132,4152353,18.7778,11.63062,7.14718,11455145,1429292,107749,68589,84535,220422,:,651037,1420586,15437355,948179,424558,4229753,466761,6069251,21506606
Academic year,six half terms,201415,National,E92000001,England,Total,SEN Provision,SEN provision Unclassified,44294,1221091,239435,114613,124822,19.60828,9.38611,10.22217,18999,42.89294,514490,224310,103380,120930,43.59852,20.09369,23.50483,44074,5095,205,84,2133,879,:,8952,52962,114384,6642,2034,102471,13205,124352,238736
Academic year,six half terms,201415,National,E92000001,England,Total,SEN primary need,SEN primary need Autistic spectrum disorder,75189,26849772,1653968,1346014,307954,6.16008,5.01313,1.14695,12587,16.74048,4279914,862126,646583,215543,20.14354,15.10738,5.03615,927856,140908,5517,4940,1531,40905,:,36326,182874,1340857,51980,24400,205871,24101,306352,1647209
Academic year,six half terms,201415,National,E92000001,England,Total,SEN primary need,SEN primary need Hearing impairment,14746,5296724,306991,243072,63919,5.79587,4.5891,1.20676,2301,15.60423,792085,136746,97116,39630,17.26406,12.26081,5.00325,169488,44685,2521,1332,270,4267,:,3710,16077,242350,14381,3344,40613,5254,63592,305942
Academic year,six half terms,201415,National,E92000001,England,Total,SEN primary need,SEN primary need Moderate learning difficulty,156886,55586817,3582219,2518916,1063303,6.44437,4.5315,1.91287,29947,19.08838,10085677,1874528,1129371,745157,18.58604,11.19777,7.38827,1859831,249100,18040,7888,19742,40929,:,83028,232345,2510903,146444,69575,770022,74058,1060099,3571002
Academic year,six half terms,201415,National,E92000001,England,Total,SEN primary need,SEN primary need Multi-sensory impairment,1361,484926,32941,28831,4110,6.793,5.94544,0.84755,273,20.05878,96698,18296,15750,2546,18.92076,16.28782,2.63294,18832,5766,187,74,0,598,:,373,2779,28609,1108,340,2248,349,4045,32654
Academic year,six half terms,201415,National,E92000001,England,Total,SEN primary need,SEN primary need No specialist assessment,12291,4307116,266092,185051,81041,6.17796,4.2964,1.88156,2192,17.83419,717322,132549,78049,54500,18.47831,10.88061,7.5977,141221,14416,1560,395,1693,2463,:,7145,15735,184628,13082,5228,55292,7306,80908,265536
Academic year,six half terms,201415,National,E92000001,England,Total,SEN primary need,SEN primary need Other difficulty/disability,32580,11509245,860426,661193,199233,7.47596,5.74489,1.73107,7383,22.66114,2495702,518229,371975,146254,20.76486,14.90462,5.86023,463126,89515,2741,2885,2166,9284,:,20512,69838,660067,28765,13406,140884,15685,198740,858807
Academic year,six half terms,201415,National,E92000001,England,Total,SEN primary need,SEN primary need Physical disability,23630,8467616,771872,674996,96876,9.11558,7.9715,1.14408,7123,30.14388,2508859,515427,444349,71078,20.54428,17.7112,2.83308,444901,153548,2513,1515,554,13863,:,3425,49924,670243,20797,6646,60180,8819,96442,766685
Academic year,six half terms,201415,National,E92000001,England,Total,SEN primary need,SEN primary need Profound and multiple learning difficulty,7858,2861289,405796,380839,24957,14.18228,13.31005,0.87223,3384,43.06439,1230917,330599,309688,20911,26.85794,25.15913,1.69881,250957,63010,1335,15,17,11453,:,338,52475,379600,4541,2623,15555,2179,24898,404498
Academic year,six half terms,201415,National,E92000001,England,Total,SEN primary need,SEN primary need Social emotional and mental health,125750,42720542,3964381,2578509,1385872,9.2798,6.03576,3.24404,36251,28.82783,11397574,2774811,1614075,1160736,24.34563,14.16157,10.18406,1418014,221726,6478,13234,3653,29541,:,330365,544677,2567688,96255,90712,1119602,72641,1379210,3946898
