ChainID,ChainName,URN,JoinedDate,TrustID,TrustName
TR01776,REID STREET PRIMARY SCHOOL,136836,01/07/2011,TR01776,REID STREET PRIMARY SCHOOL
SP00281,HUMMERSKNOTT ACADEMY TRUST,136838,01/07/2011,TR01129,HUMMERSKNOTT ACADEMY TRUST
TR00069,ANSFORD ACADEMY TRUST,136839,01/07/2011,TR00069,ANSFORD ACADEMY TRUST
TR02475,WHITLEY ACADEMY,136840,01/07/2011,TR02475,WHITLEY ACADEMY
TR01234,WESSEX LEARNING TRUST,136841,01/09/2016,TR01234,WESSEX LEARNING TRUST
SP00621,MILTON KEYNES EDUCATION TRUST,136842,01/07/2011,TR01442,MILTON KEYNES EDUCATION TRUST
TR01904,5 DIMENSIONS TRUST,136844,01/09/2018,TR01904,5 DIMENSIONS TRUST
SP01671,INSIGNIS ACADEMY TRUST,136845,01/01/2016,TR01924,INSIGNIS ACADEMY TRUST
TR00119,AYLESBURY HIGH SCHOOL,136846,01/07/2011,TR00119,AYLESBURY HIGH SCHOOL
SP00316,LEIGH ACADEMIES TRUST,136847,01/07/2011,TR01302,LEIGH ACADEMIES TRUST
TR00331,BROOKSIDE COMMUNITY PRIMARY SCHOOL ACADEMY TRUST,136848,01/07/2011,TR00331,BROOKSIDE COMMUNITY PRIMARY SCHOOL ACADEMY TRUST
TR01642,PEWSEY VALE SCHOOL,136849,01/07/2011,TR01642,PEWSEY VALE SCHOOL
TR01664,POOLE GRAMMAR SCHOOL,136850,01/07/2011,TR01664,POOLE GRAMMAR SCHOOL
TR00213,BISHOP FOX'S SCHOOL,136851,01/07/2011,TR00213,BISHOP FOX'S SCHOOL
TR01633,PENRYN COLLEGE,136852,01/07/2011,TR01633,PENRYN COLLEGE
TR01591,OXLEY PARK ACADEMY TRUST,136853,01/07/2011,TR01591,OXLEY PARK ACADEMY TRUST
SP00785,ORTU FEDERATION LTD,136854,01/07/2011,TR02175,ORTU FEDERATION LTD
TR01463,MOULSHAM INFANT SCHOOL,136855,01/07/2011,TR01463,MOULSHAM INFANT SCHOOL
SP00970,LIGHTHOUSE SCHOOLS PARTNERSHIP,136856,01/08/2016,TR00876,LIGHTHOUSE SCHOOLS PARTNERSHIP
SP00064,ASPIRE ACADEMIES TRUST,136857,01/09/2014,TR02430,ASPIRE ACADEMIES TRUST
TR01049,THE HIGHCREST ACADEMY,136858,01/07/2011,TR01049,THE HIGHCREST ACADEMY
TR00527,CLIFFE WOODS PRIMARY SCHOOL,136859,01/07/2011,TR00527,CLIFFE WOODS PRIMARY SCHOOL
TR01058,HIGHWORTH WARNEFORD SCHOOL,136860,01/07/2011,TR01058,HIGHWORTH WARNEFORD SCHOOL
SP01379,COMPASS EDUCATION TRUST LTD,136861,01/03/2015,TR00199,COMPASS EDUCATION TRUST LTD
SP01623,ATLANTIC CENTRE OF EXCELLENCE MULTI ACADEMY TRUST,136862,01/09/2015,TR03037,ATLANTIC CENTRE OF EXCELLENCE MULTI ACADEMY TRUST
SP01879,BRIDGE ACADEMY TRUST,136863,01/07/2011,TR01462,BRIDGE ACADEMY TRUST
SP01625,RAINHAM MARK EDUCATIONAL TRUST (RMET),136864,01/07/2015,TR01729,RMET
TR01982,THE SOUTHWATER JUNIOR ACADEMY,136865,01/07/2011,TR01982,THE SOUTHWATER JUNIOR ACADEMY
TR01981,THE SOUTHWATER INFANT ACADEMY,136866,01/07/2011,TR01981,THE SOUTHWATER INFANT ACADEMY
SP00417,VENTRUS LIMITED,136867,01/08/2016,TR01677,VENTRUS LIMITED
TR01217,THE KING EDMUND SCHOOL,136868,01/07/2011,TR01217,THE KING EDMUND SCHOOL
SP01623,ATLANTIC CENTRE OF EXCELLENCE MULTI ACADEMY TRUST,136869,01/09/2015,TR03037,ATLANTIC CENTRE OF EXCELLENCE MULTI ACADEMY TRUST
TR00013,THE ACADEMY OF LINCOLN TRUST,136870,01/07/2011,TR00013,THE ACADEMY OF LINCOLN TRUST
TR01521,NORTH KESTEVEN ACADEMY,136871,01/07/2011,TR01521,NORTH KESTEVEN ACADEMY
SP00909,LEADING EDGE ACADEMIES PARTNERSHIP,136873,03/08/2018,TR01470,LEADING EDGE ACADEMIES PARTNERSHIP
TR02215,STROUD HIGH SCHOOL,136874,01/07/2011,TR02215,STROUD HIGH SCHOOL
SP01133,BRENTWOOD ACADEMIES TRUST,136875,01/07/2011,TR02102,BRENTWOOD ACADEMIES TRUST
TR01694,"PROSPECT SCHOOL, READING",136876,01/07/2011,TR01694,"PROSPECT SCHOOL, READING"
TR01720,QUEENS' SCHOOL (BUSHEY),136877,01/07/2011,TR01720,QUEENS' SCHOOL (BUSHEY)
SP00580,NOVA EDUCATION TRUST,136878,01/07/2011,TR02306,NOVA EDUCATION TRUST
TR02063,ST HILARY SCHOOL,136879,01/07/2011,TR02063,ST HILARY SCHOOL
TR01088,THE HOLT SCHOOL,136880,01/07/2011,TR01088,THE HOLT SCHOOL
TR02319,TREWIRGIE INFANTS SCHOOL,136881,01/07/2011,TR02319,TREWIRGIE INFANTS SCHOOL
SP00024,EQUITAS ACADEMIES TRUST,136882,01/07/2011,TR00750,EQUITAS ACADEMIES TRUST
TR00474,WANDLE LEARNING TRUST,136883,01/07/2011,TR00474,WANDLE LEARNING TRUST
TR00118,AYLESBURY GRAMMAR SCHOOL,136884,01/07/2011,TR00118,AYLESBURY GRAMMAR SCHOOL
SP00032,MATRIX ACADEMY TRUST,136885,01/07/2011,TR00136,MATRIX ACADEMY TRUST
TR00751,ERASMUS DARWIN ACADEMY,136886,01/07/2011,TR00751,ERASMUS DARWIN ACADEMY
SP01654,CAMBRIDGESHIRE EDUCATIONAL TRUST,136887,01/07/2011,TR00473,CAMBRIDGESHIRE EDUCATIONAL TRUST
SP00478,SOUTH FARNHAM EDUCATIONAL TRUST,136888,01/07/2011,TR01957,SOUTH FARNHAM EDUCATIONAL TRUST
SP00486,ST BEDE CHURCH OF ENGLAND PRIMARY ACADEMY,136889,01/07/2011,TR02014,ST BEDE CHURCH OF ENGLAND PRIMARY ACADEMY
TR00496,CHRISTOPHER WHITEHEAD LANGUAGE COLLEGE,136890,01/07/2011,TR00496,CHRISTOPHER WHITEHEAD LANGUAGE COLLEGE
TR01648,THE PIGGOTT CHURCH OF ENGLAND SCHOOL,136891,01/07/2011,TR01648,THE PIGGOTT CHURCH OF ENGLAND SCHOOL
SP01247,COAST ACADEMIES,136892,01/07/2011,TR00723,COAST ACADEMIES
TR02128,ST MICHAEL'S CHURCH OF ENGLAND ACADEMY TRUST,136893,01/07/2011,TR02128,ST MICHAEL'S CHURCH OF ENGLAND ACADEMY TRUST
TR01675,PRESTON SCHOOL ACADEMY TRUST,136894,01/07/2011,TR01675,PRESTON SCHOOL ACADEMY TRUST
TR01562,THE OLDERSHAW ACADEMY,136895,01/07/2011,TR01562,THE OLDERSHAW ACADEMY
TR01819,ROSSETT SCHOOL,136896,01/07/2011,TR01819,ROSSETT SCHOOL
TR00438,THE CHANTRY SCHOOL,136897,01/07/2011,TR00438,THE CHANTRY SCHOOL
TR00994,HAYBRIDGE HIGH SCHOOL,136898,01/07/2011,TR00994,HAYBRIDGE HIGH SCHOOL
TR01613,PARMITER'S SCHOOL,136899,01/07/2011,TR01613,PARMITER'S SCHOOL
TR02159,ST WILFRID'S CHURCH OF ENGLAND ACADEMY,136900,01/07/2011,TR02159,ST WILFRID'S CHURCH OF ENGLAND ACADEMY
TR02032,DANES EDUCATIONAL TRUST,136901,01/07/2011,TR02032,DANES EDUCATIONAL TRUST
TR01205,KESWICK SCHOOL MULTI ACADEMY TRUST,136902,01/07/2011,TR01205,KESWICK SCHOOL MULTI ACADEMY TRUST
SP00058,BOHUNT SCHOOL,136903,01/09/2016,TR00246,BOHUNT EDUCATION TRUST
TR00894,GREAT BADDOW HIGH SCHOOL,136904,01/07/2011,TR00894,GREAT BADDOW HIGH SCHOOL
TR01145,MOORLANDS LEARNING TRUST,136905,01/07/2011,TR01145,MOORLANDS LEARNING TRUST
SP00782,GUILDFORD EDUCATION PARTNERSHIP,136906,01/07/2011,TR00927,GUILDFORD EDUCATION PARTNERSHIP
TR01471,MYTON SCHOOL TRUST,136907,01/07/2011,TR01471,MYTON SCHOOL TRUST
SP01184,FAIRFAX MULTI ACADEMY TRUST,136908,01/07/2011,TR00767,FAIRFAX MULTI ACADEMY TRUST
TR01011,HEART OF ENGLAND SCHOOL,136909,01/07/2011,TR01011,HEART OF ENGLAND SCHOOL
TR02297,TIFFIN SCHOOL,136910,01/07/2011,TR02297,TIFFIN SCHOOL
SP01552,ROYAL WOOTTON BASSETT ACADEMY TRUST,136911,01/08/2016,TR01828,ROYAL WOOTTON BASSETT ACADEMY TRUST
TR01106,HONITON COMMUNITY COLLEGE ACADEMY TRUST,136912,01/07/2011,TR01106,HONITON COMMUNITY COLLEGE ACADEMY TRUST
TR00606,CRISPIN SCHOOL ACADEMY TRUST,136913,01/07/2011,TR00606,CRISPIN SCHOOL ACADEMY TRUST
TR00859,THE WILLOW LEARNING TRUST,136914,01/07/2011,TR00859,THE WILLOW LEARNING TRUST
TR02396,WARREN ROAD PRIMARY SCHOOL,136915,01/07/2011,TR02396,WARREN ROAD PRIMARY SCHOOL
SP00886,"THE CASTLE PARTNERSHIP, TAUNTON",136916,01/07/2011,TR00406,THE CASTLE PARTNERSHIP TRUST
SP01754,THE HAYGROVE ACADEMY TRUST,136917,01/08/2016,TR01001,THE HAYGROVE ACADEMY TRUST
TR00707,SOUTH SUFFOLK LEARNING TRUST,136918,01/06/2017,TR00707,SOUTH SUFFOLK LEARNING TRUST
TR01955,SOUTH DARTMOOR ACADEMY,136919,01/07/2011,TR01955,SOUTH DARTMOOR ACADEMY
SP01386,THE SPRING PARTNERSHIP TRUST,136920,01/07/2011,TR00996,THE SPRING PARTNERSHIP TRUST
SP00839,THE CONSORTIUM ACADEMY TRUST,136921,01/09/2017,TR01041,THE CONSORTIUM ACADEMY TRUST
TR02559,YAVNEH COLLEGE ACADEMY TRUST,136922,01/07/2011,TR02559,YAVNEH COLLEGE ACADEMY TRUST
SP00651,WOODARD ACADEMIES TRUST,136923,01/09/2011,TR02518,WOODARD ACADEMIES TRUST
TR02533,WOODRUSH HIGH SCHOOL AN ACADEMY FOR STUDENTS AGED 11-18 LTD,136924,01/07/2011,TR02533,WOODRUSH HIGH SCHOOL AN ACADEMY FOR STUDENTS AGED 11-18 LTD
TR01639,AVONREACH ACADEMY TRUST,136925,01/07/2011,TR01639,AVONREACH ACADEMY TRUST
SP01440,THE REDSTART LEARNING PARTNERSHIP,136926,01/07/2011,TR01773,THE REDSTART LEARNING PARTNERSHIP
TR00688,DROITWICH SPA HIGH SCHOOL AND SIXTH FORM CENTRE,136927,01/07/2011,TR00688,DROITWICH SPA HIGH SCHOOL AND SIXTH FORM CENTRE
TR00112,AVANTI SCHOOLS TRUST,136930,01/09/2011,TR00112,AVANTI SCHOOLS TRUST
SP00652,THE WOODLAND ACADEMY TRUST,136932,01/09/2011,TR02526,THE WOODLAND ACADEMY TRUST
SP00917,LOXFORD SCHOOL TRUST LTD,136934,01/06/2014,TR01354,LOXFORD SCHOOL TRUST LIMITED
TR00756,ETZ CHAIM JEWISH PRIMARY SCHOOL TRUST,136938,05/09/2011,TR00756,ETZ CHAIM JEWISH PRIMARY SCHOOL TRUST
TR00208,BIRMINGHAM ORMISTON ACADEMY,136944,01/09/2011,TR00208,BIRMINGHAM ORMISTON ACADEMY
SP00248,GREENWOOD ACADEMIES TRUST,136948,01/09/2012,TR00914,GREENWOOD ACADEMIES TRUST
TR01278,LANGLEY HALL PRIMARY ACADEMY TRUST,136951,12/09/2011,TR01278,LANGLEY HALL PRIMARY ACADEMY TRUST
TR00619,CUCKOO HALL ACADEMIES TRUST,136952,05/09/2011,TR00619,CUCKOO HALL ACADEMIES TRUST
SP00852,BRIDGE MULTI-ACADEMY TRUST,136957,01/05/2016,TR00294,BRIDGE MULTI-ACADEMY TRUST
TR00369,CAISTOR YARBOROUGH ACADEMY LIMITED,136958,01/08/2011,TR00369,CAISTOR YARBOROUGH ACADEMY LIMITED
TR00452,THE CHEADLE ACADEMY,136959,01/08/2011,TR00452,THE CHEADLE ACADEMY
TR00482,CHIPPING CAMPDEN SCHOOL,136960,01/08/2011,TR00482,CHIPPING CAMPDEN SCHOOL
TR00489,THE KEY EDUCATIONAL TRUST,136961,01/08/2011,TR00489,THE KEY EDUCATIONAL TRUST
SP01152,FEVERSHAM EDUCATION TRUST,136962,01/08/2011,TR00787,FEVERSHAM EDUCATION TRUST
SP01690,FINHAM PARK MULTI-ACADEMY TRUST,136963,01/08/2011,TR00790,FINHAM PARK MULTI-ACADEMY TRUST
TR00902,GREAT MARLOW SCHOOL,136964,01/08/2011,TR00902,GREAT MARLOW SCHOOL
TR00799,HEALTHY LEARNING TRUST,136965,01/08/2011,TR00799,HEALTHY LEARNING TRUST
TR00999,HAYESFIELD GIRLS' SCHOOL,136966,01/08/2011,TR00999,HAYESFIELD GIRLS' SCHOOL
TR01089,HOLY CROSS CATHOLIC PRIMARY ACADEMY,136967,01/08/2011,TR01089,HOLY CROSS CATHOLIC PRIMARY ACADEMY
TR01176,JOHN SPENDLUFFE TECHNOLOGY COLLEGE,136968,01/08/2011,TR01176,JOHN SPENDLUFFE TECHNOLOGY COLLEGE
TR01201,KESGRAVE HIGH SCHOOL,136969,01/08/2011,TR01201,KESGRAVE HIGH SCHOOL
TR01546,OAKFIELD SCHOOL ACADEMY TRUST,136970,01/08/2011,TR01546,OAKFIELD SCHOOL ACADEMY TRUST
TR01604,PARK VIEW ACADEMY,136971,01/08/2011,TR01604,PARK VIEW ACADEMY
SP01744,QEGSMAT,136972,01/08/2016,TR01710,QEGSMAT
TR01822,ROUNDWOOD PARK SCHOOL ACADEMY TRUST,136973,01/08/2011,TR01822,ROUNDWOOD PARK SCHOOL ACADEMY TRUST
SP00527,CAMBRIDGE MERIDIAN ACADEMIES TRUST,136974,01/04/2015,TR00375,CAMBRIDGE MERIDIAN ACADEMIES TRUST
TR01917,SIGNHILLS ACADEMY LIMITED,136975,01/08/2011,TR01917,SIGNHILLS ACADEMY LIMITED
TR01976,SOUTHFIELD SCHOOL,136976,01/08/2011,TR01976,SOUTHFIELD SCHOOL
TR02062,ST HELEN'S CATHOLIC JUNIOR SCHOOL ACADEMY,136977,01/08/2011,TR02062,ST HELEN'S CATHOLIC JUNIOR SCHOOL ACADEMY
TR02209,STRATFORD SCHOOL ACADEMY,136978,01/08/2011,TR02209,STRATFORD SCHOOL ACADEMY
SP01244,THE MARCHES ACADEMY TRUST,136979,01/08/2011,TR01398,MARCHES ACADEMY TRUST
TR02085,ST JOSEPH'S CATHOLIC COLLEGE,136980,01/08/2011,TR02085,ST JOSEPH'S CATHOLIC COLLEGE
TR01097,HOLY CROSS CATHOLIC PRIMARY SCHOOL,136981,01/08/2011,TR01097,HOLY CROSS CATHOLIC PRIMARY SCHOOL
TR02146,ST PETER'S CATHOLIC HIGH SCHOOL & SIXTH FORM CENTRE,136982,01/08/2011,TR02146,ST PETER'S CATHOLIC HIGH SCHOOL & SIXTH FORM CENTRE
TR02217,SUCKLEY SCHOOL,136983,01/08/2011,TR02217,SUCKLEY SCHOOL
SP01485,MERCIAN EDUCATIONAL TRUST,136984,01/08/2016,TR01948,MERCIAN EDUCATIONAL TRUST
TR01938,SIR WILLIAM ROMNEY'S SCHOOL,136985,01/08/2011,TR01938,SIR WILLIAM ROMNEY'S SCHOOL
SP00541,THE ARTHUR TERRY LEARNING PARTNERSHIP,136986,01/09/2015,TR00089,THE ARTHUR TERRY LEARNING PARTNERSHIP
SP00125,THE CO-OPERATIVE GROUP,136987,01/03/2018,TR00567,THE CO-OPERATIVE ACADEMIES TRUST
TR00780,THE FEDERATION OF ABBEY SCHOOLS ACADEMY TRUST,136988,01/08/2011,TR00780,THE FEDERATION OF ABBEY SCHOOLS ACADEMY TRUST
TR00780,THE FEDERATION OF ABBEY SCHOOLS ACADEMY TRUST,136989,01/08/2011,TR00780,THE FEDERATION OF ABBEY SCHOOLS ACADEMY TRUST
SP01132,BURY ST EDMUNDS ACADEMY TRUST,136990,01/08/2011,TR00360,BURY ST EDMUNDS ACADEMY TRUST
TR01029,HENLEY-IN-ARDEN SCHOOL,136991,01/08/2011,TR01029,HENLEY-IN-ARDEN SCHOOL
SP01699,ASTREA ACADEMY TRUST,136992,01/09/2018,TR03436,ASTREA ACADEMY TRUST
TR00035,ALDERBROOK SCHOOL,136994,01/08/2011,TR00035,ALDERBROOK SCHOOL
TR00189,BEVERLEY GRAMMAR SCHOOL,136995,01/08/2011,TR00189,BEVERLEY GRAMMAR SCHOOL
TR00268,BOURNEMOUTH SCHOOL FOR GIRLS,136996,01/08/2011,TR00268,BOURNEMOUTH SCHOOL FOR GIRLS
SP01757,ACHIEVEMENT THROUGH COLLABORATION TRUST,136997,01/08/2011,TR00273,ACHIEVEMENT THROUGH COLLABORATION TRUST
TR00347,BUNGAY HIGH SCHOOL,136998,01/08/2011,TR00347,BUNGAY HIGH SCHOOL
TR00442,CHARLTON KINGS INFANTS' SCHOOL,136999,01/08/2011,TR00442,CHARLTON KINGS INFANTS' SCHOOL
TR00505,CHURCHILL ACADEMY,137000,01/08/2011,TR00505,CHURCHILL ACADEMY
TR00607,CROFTON ACADEMY,137001,01/08/2011,TR00607,CROFTON ACADEMY
TR00821,FREMAN COLLEGE,137002,01/08/2011,TR00821,FREMAN COLLEGE
SP00782,GUILDFORD EDUCATION PARTNERSHIP,137003,01/09/2015,TR00927,GUILDFORD EDUCATION PARTNERSHIP
SP00396,OUTWOOD GRANGE ACADEMIES TRUST,137004,01/09/2014,TR01585,OUTWOOD GRANGE ACADEMIES TRUST
SP02035,GRAVENEY TRUST,137005,01/08/2011,TR00890,GRAVENEY TRUST
TR01280,LANGLEY PARK LEARNING TRUST,137006,01/08/2011,TR01280,LANGLEY PARK LEARNING TRUST
TR01281,LANGLEY SCHOOL,137007,01/08/2011,TR01281,LANGLEY SCHOOL
SP00020,ARDEN MULTI ACADEMY TRUST,137008,01/01/2018,TR00078,ARDEN MULTI ACADEMY TRUST
SP00022,ASPIRATIONS ACADEMIES TRUST,137009,01/08/2011,TR00103,ASPIRATIONS ACADEMIES TRUST
TR01294,THE LEARNING ALLIANCE ACADEMY TRUST,137010,01/08/2011,TR01294,THE LEARNING ALLIANCE ACADEMY TRUST
TR01444,MINSTHORPE ACADEMY TRUST,137011,01/08/2011,TR01444,MINSTHORPE ACADEMY TRUST
TR01500,TARKA LEARNING PARTNERSHIP,137012,04/07/2018,TR01500,TARKA LEARNING PARTNERSHIP
SP00389,NOTLEY HIGH SCHOOL AND BRAINTREE SIXTH FORM,137013,01/08/2011,TR01518,NORTH ESSEX MULTI-ACADEMY TRUST
SP00478,SOUTH FARNHAM EDUCATIONAL TRUST,137014,01/07/2017,TR01957,SOUTH FARNHAM EDUCATIONAL TRUST
TR00383,CANARY WHARF COLLEGE LTD,137016,13/09/2011,TR00383,CANARY WHARF COLLEGE LTD
TR01806,RODBOROUGH,137019,01/08/2011,TR01806,RODBOROUGH
TR02431,WEST HILL SCHOOL,137020,01/08/2011,TR02431,WEST HILL SCHOOL
SP01438,BRANDH ACADEMY LIMITED,137021,01/08/2011,TR00284,BRANDH ACADEMY LIMITED
SP01438,BRANDH ACADEMY LIMITED,137022,01/08/2011,TR00284,BRANDH ACADEMY LIMITED
TR00498,CHULMLEIGH ACADEMY TRUST,137023,01/08/2011,TR00498,CHULMLEIGH ACADEMY TRUST
TR00498,CHULMLEIGH ACADEMY TRUST,137024,01/08/2011,TR00498,CHULMLEIGH ACADEMY TRUST
TR00498,CHULMLEIGH ACADEMY TRUST,137025,01/08/2011,TR00498,CHULMLEIGH ACADEMY TRUST
TR00937,HADLEIGH INFANTS AND NURSERY SCHOOL (ACADEMY),137027,01/08/2011,TR00937,HADLEIGH INFANTS AND NURSERY SCHOOL (ACADEMY)
TR01541,NOWER HILL HIGH SCHOOL,137028,01/08/2011,TR01541,NOWER HILL HIGH SCHOOL
TR01950,SOUTH BENFLEET PRIMARY SCHOOL,137029,01/08/2011,TR01950,SOUTH BENFLEET PRIMARY SCHOOL
SP00789,SOUTH ESSEX ACADEMY TRUST,137030,01/08/2011,TR02459,SOUTH ESSEX ACADEMY TRUST
TR02113,"ST MARY'S CATHOLIC PRIMARY SCHOOL, CHURCHDOWN",137031,01/08/2011,TR02113,"ST MARY'S CATHOLIC PRIMARY SCHOOL, CHURCHDOWN"
SP00412,CHANCERY EDUCATION TRUST,137032,01/09/2017,TR01647,CHANCERY EDUCATION TRUST
TR01188,KATHARINE LADY BERKELEY'S SCHOOL,137033,01/08/2011,TR01188,KATHARINE LADY BERKELEY'S SCHOOL
TR01100,HOLYHEAD SCHOOL,137034,01/08/2011,TR01100,HOLYHEAD SCHOOL
SP00515,THE PIONEER ACADEMY,137035,01/08/2011,TR01652,THE PIONEER ACADEMY
SP01153,ABBEY MULTI ACADEMY TRUST,137036,01/03/2015,TR00002,ABBEY MULTI ACADEMY TRUST
SP01134,HAMWIC EDUCATION TRUST,137037,01/08/2011,TR03659,HAMWIC EDUCATION TRUST
SP02081,ALBAN ACADEMIES TRUST,137038,01/09/2018,TR01869,ALBAN ACADEMIES TRUST
TR00989,THE PINNACLE LEARNING TRUST,137039,01/08/2011,TR00989,THE PINNACLE LEARNING TRUST
TR00380,THE CAMPION SCHOOL,137040,01/08/2011,TR00380,THE CAMPION SCHOOL
TR02437,SHARED VISION LEARNING TRUST,137042,01/07/2011,TR02437,SHARED VISION LEARNING TRUST
SP00298,KING EDWARD VI FOUNDATION,137043,01/09/2017,TR03804,KING EDWARD VI ACADEMY TRUST BIRMINGHAM
SP00298,KING EDWARD VI FOUNDATION,137044,01/09/2017,TR03804,KING EDWARD VI ACADEMY TRUST BIRMINGHAM
SP00298,KING EDWARD VI FOUNDATION,137045,01/09/2017,TR03804,KING EDWARD VI ACADEMY TRUST BIRMINGHAM
SP00298,KING EDWARD VI FOUNDATION,137046,01/09/2017,TR03804,KING EDWARD VI ACADEMY TRUST BIRMINGHAM
SP00298,KING EDWARD VI FOUNDATION,137047,01/09/2017,TR03804,KING EDWARD VI ACADEMY TRUST BIRMINGHAM
TR01417,MAYFLOWER HIGH SCHOOL,137048,01/08/2011,TR01417,MAYFLOWER HIGH SCHOOL
SP00359,MONTSAYE COMMUNITY LEARNING PARTNERSHIP,137049,01/08/2011,TR01453,MONTSAYE COMMUNITY LEARNING PARTNERSHIP
TR01542,NUNNERY WOOD HIGH SCHOOL,137051,01/08/2011,TR01542,NUNNERY WOOD HIGH SCHOOL
TR01584,OUSEDALE SCHOOL,137052,01/08/2011,TR01584,OUSEDALE SCHOOL
SP01185,PLANTSBROOK SCHOOL,137053,01/08/2011,TR01653,PLANTSBROOK LEARNING TRUST
TR01832,RUNWELL COMMUNITY PRIMARY SCHOOL ACADEMY TRUST,137054,01/08/2011,TR01832,RUNWELL COMMUNITY PRIMARY SCHOOL ACADEMY TRUST
SP02029,WAVENEY VALLEY ACADEMIES TRUST,137055,01/08/2011,TR01927,WAVENEY VALLEY ACADEMIES TRUST
SP00724,OUR LADY OF FATIMA ACADEMY TRUST,137056,01/08/2011,TR01583,OUR LADY OF FATIMA CATHOLIC MULTI ACADEMY TRUST
TR02090,ST. LAURENCE SCHOOL ACADEMY TRUST,137057,01/08/2011,TR02090,ST. LAURENCE SCHOOL ACADEMY TRUST
TR02100,ST. MARK'S WEST ESSEX CATHOLIC SCHOOL,137058,01/08/2011,TR02100,ST. MARK'S WEST ESSEX CATHOLIC SCHOOL
TR02282,THOMAS KEBLE SCHOOL,137059,01/08/2011,TR02282,THOMAS KEBLE SCHOOL
TR02303,TOLWORTH GIRLS' SCHOOL AND SIXTH FORM,137060,01/08/2011,TR02303,TOLWORTH GIRLS' SCHOOL AND SIXTH FORM
SP00829,INSPIRING FUTURES THROUGH LEARNING,137061,01/08/2016,TR02336,INSPIRING FUTURES THROUGH LEARNING
TR02446,WESTBURY-ON-TRYM CHURCH OF ENGLAND ACADEMY,137062,01/08/2011,TR02446,WESTBURY-ON-TRYM CHURCH OF ENGLAND ACADEMY
SP00010,ALDRIDGE EDUCATION,137063,01/09/2011,TR00628,ALDRIDGE EDUCATION
SP00336,MACCLESFIELD COLLEGE,137064,01/09/2011,TR01369,THE MACCLESFIELD ACADEMY
SP00125,THE CO-OPERATIVE GROUP,137065,01/09/2012,TR00567,THE CO-OPERATIVE ACADEMIES TRUST
SP00451,DELTA ACADEMIES TRUST,137066,01/09/2011,TR01879,DELTA ACADEMIES TRUST
SP00206,E-ACT,137068,01/09/2011,TR00699,E-ACT
SP01648,NEXUS EDUCATION SCHOOLS TRUST,137069,01/11/2017,TR00776,NEXUS EDUCATION SCHOOLS TRUST
SP00412,CHANCERY EDUCATION TRUST,137070,01/08/2011,TR01647,CHANCERY EDUCATION TRUST
SP00293,THE KEMNAL ACADEMIES TRUST,137072,01/08/2011,TR01192,THE KEMNAL ACADEMIES TRUST
TR01245,KINGSTONE ACADEMY TRUST,137073,01/08/2011,TR01245,KINGSTONE ACADEMY TRUST
TR01096,HOLY ROOD CATHOLIC PRIMARY SCHOOL,137074,01/08/2011,TR01096,HOLY ROOD CATHOLIC PRIMARY SCHOOL
TR01600,PARK HIGH SCHOOL,137075,01/08/2011,TR01600,PARK HIGH SCHOOL
SP00126,ASPIRE ACADEMY TRUST,137076,01/09/2011,TR00579,ASPIRE ACADEMY TRUST
SP00439,THE ROSEDALE HEWENS ACADEMY TRUST,137077,01/08/2011,TR01817,THE ROSEDALE HEWENS ACADEMY TRUST
SP00439,THE ROSEDALE HEWENS ACADEMY TRUST,137078,01/08/2011,TR01817,THE ROSEDALE HEWENS ACADEMY TRUST
SP00382,THE MIDLAND ACADEMIES TRUST,137079,01/09/2011,TR01434,THE MIDLAND ACADEMIES TRUST
TR02173,STANCHESTER COMMUNITY SCHOOL ACADEMY,137080,01/08/2011,TR02173,STANCHESTER COMMUNITY SCHOOL ACADEMY
TR02166,ST. THOMAS MORE CATHOLIC PRIMARY SCHOOL,137081,01/08/2011,TR02166,ST. THOMAS MORE CATHOLIC PRIMARY SCHOOL
SP00527,CAMBRIDGE MERIDIAN ACADEMIES TRUST,137082,01/09/2011,TR00375,CAMBRIDGE MERIDIAN ACADEMIES TRUST
SP01153,ABBEY MULTI ACADEMY TRUST,137083,01/08/2011,TR00002,ABBEY MULTI ACADEMY TRUST
SP00428,REDHILL ACADEMY TRUST,137085,01/09/2011,TR01767,REDHILL ACADEMY TRUST
TR00221,BISHOP STOPFORD SCHOOL,137086,01/08/2011,TR00221,BISHOP STOPFORD SCHOOL
TR00379,CAMPION SCHOOL & LANGUAGE COLLEGE,137087,01/08/2011,TR00379,CAMPION SCHOOL & LANGUAGE COLLEGE
TR01594,THE GOOD SHEPHERD CATHOLIC TRUST,137088,06/09/2018,TR01594,THE GOOD SHEPHERD CATHOLIC TRUST
TR00394,CAROLINE CHISHOLM EDUCATION TRUST,137089,01/08/2011,TR00394,CAROLINE CHISHOLM EDUCATION TRUST
TR00451,CHAUNCY SCHOOL,137090,01/08/2011,TR00451,CHAUNCY SCHOOL
SP01578,CHESHAM GRAMMAR SCHOOL,137091,01/04/2015,TR00468,WHITE HILL SCHOOLS TRUST
TR00668,DISS HIGH SCHOOL,137092,01/08/2011,TR00668,DISS HIGH SCHOOL
SP01774,THE DUNRAVEN EDUCATIONAL TRUST,137093,03/09/2018,TR00692,THE DUNRAVEN EDUCATIONAL TRUST
TR00743,ENFIELD GRAMMAR SCHOOL,137094,01/08/2011,TR00743,ENFIELD GRAMMAR SCHOOL
